,tweet_text,directed_at,sentiment,company,target,clean_tweet,hashtags,mentions
134,"#Samsung, #Sony follow #Apple, #HP lead @mention {link} #Austin #atx #SXSW /via @mention ^rg",Unknown,No emotion toward brand or product,Unknown,neutral,follow lead link via rg,#samsung #sony #apple #hp #austin #atx #sxsw,@mention @mention
135,"Take that #SXSW ! RT @mention Major South Korean director gets $130,000 to make a movie entirely with his iPhone. {link}",iPhone,Positive emotion,Apple,positive,take that rt major south korean director gets 130 000 to make a movie entirely with his iphone link,#sxsw,@mention
136,"Beautiful #sxsw (@mention Apple Store, SXSW) [pic]: {link}",Apple,Positive emotion,Apple,positive,beautiful apple store sxsw pic link,#sxsw,@mention
137,Q1 Was at #sxsw #sxswi for prep. Amazing pre push locally. Focus on location based. Google owns 10% of the regions billboards. #pr20chat,Unknown,No emotion toward brand or product,Unknown,neutral,q1 was at for prep amazing pre push locally focus on location based google owns 10 of the regions billboards,#sxsw #sxswi #pr20chat,
138,Any other #Sxsw accounts I need to follow or apps to download for iPhone?,Unknown,No emotion toward brand or product,Unknown,neutral,any other accounts i need to follow or apps to download for iphone,#sxsw,
139,Headed to #sxsw and want to share/gather contact info? {link} can turn your iphone into a business card broadcaster.,Unknown,No emotion toward brand or product,Unknown,neutral,headed to and want to share gather contact info link can turn your iphone into a business card broadcaster,#sxsw,
140,Headed to #sxsw and want to share/gather contact info? {link} can turn your iphone into a... {link},Unknown,No emotion toward brand or product,Unknown,neutral,headed to and want to share gather contact info link can turn your iphone into a link,#sxsw,
141,BTW - The #sxsw Apple store is sold out of all 3G models (VZW &amp; AT&amp;T).,Unknown,No emotion toward brand or product,Unknown,neutral,btw the apple store is sold out of all 3g models vzw amp at amp t,#sxsw,
142,Must have #SXSW app! RT @mention Lovely review from Forbes for our SXSW iPad app Holler Gram - {link},iPad or iPhone App,Positive emotion,Apple,positive,must have app rt lovely review from forbes for our sxsw ipad app holler gram link,#sxsw,@mention
143,Temporary #sxsw apple store. Apple being sneaky as usual  {link},Apple,Positive emotion,Apple,positive,temporary apple store apple being sneaky as usual link,#sxsw,
144,Anyone at #sxsw been by the pop-up Apple store in Austin? That's gotta be a hopping place today.,Unknown,No emotion toward brand or product,Unknown,neutral,anyone at been by the pop up apple store in austin that's gotta be a hopping place today,#sxsw,
145,ÛÏ@mention #sxsw beta testing interactive book for iPad app by Moonbot studios out of Louisiana.  Cool app.Û,iPad or iPhone App,Positive emotion,Apple,positive,beta testing interactive book for ipad app by moonbot studios out of louisiana cool app,#sxsw,@mention
146,Apple won #SxSW from day one. Seeing a TON of #iPad2,iPad,Positive emotion,Apple,positive,apple won from day one seeing a ton of,#sxsw #ipad2,
147,#fastball #sxsw Giving away two NEW Ipad2 wifi 32g black Apple cover tweet @mention fo more info #sxswi #attsxsw  Tonight @mention bo.lt house,Unknown,No emotion toward brand or product,Unknown,neutral,giving away two new ipad2 wifi 32g black apple cover tweet fo more info tonight bo lt house,#fastball #sxsw #sxswi #attsxsw,@mention @mention
148,Anyone at #sxsw had a chance to check out the pop-up Apple store? Wondering if it is worth the trek from the convention center...,Unknown,No emotion toward brand or product,Unknown,neutral,anyone at had a chance to check out the pop up apple store wondering if it is worth the trek from the convention center,#sxsw,
149,ÛÏ@mention #sxsw ipad store sold out of everything except 64gig wifi only whiteÛ @mention Did you manage to get yours?,iPad,Positive emotion,Apple,positive,ipad store sold out of everything except 64gig wifi only white did you manage to get yours,#sxsw,@mention @mention
150,ÛÏ@mention #sxsw ipad store sold out of everything except 64gig wifi only whiteÛ also known as the white jeans configuration.,iPad,Positive emotion,Apple,positive,ipad store sold out of everything except 64gig wifi only white also known as the white jeans configuration,#sxsw,@mention
151,Offered a #sxsw ipad promo to ninjafinder users and fans who are not here at #sxsw. Sucks to not be here. #sxsw,iPad,Positive emotion,Apple,positive,offered a ipad promo to ninjafinder users and fans who are not here at sucks to not be here,#sxsw #sxsw #sxsw,
152,@mention  #SXSW is an Austin conference. Do a google search - they have interactive / music / film.,Unknown,No emotion toward brand or product,Unknown,neutral,is an austin conference do a google search they have interactive music film,#sxsw,@mention
153,Anyone at #sxsw know if apple will be (or is) selling ipad 2 there?,Unknown,No emotion toward brand or product,Unknown,neutral,anyone at know if apple will be or is selling ipad 2 there,#sxsw,
154,Anyone at #SXSW know if the apple store has had a new shipment of iPads yet?,Unknown,No emotion toward brand or product,Unknown,neutral,anyone at know if the apple store has had a new shipment of ipads yet,#sxsw,
155,Marc Ecko #SXSW launches #iPhone app. to autodial political change! {link} #edreform #edtech #eduVC #FightThePaddle,Unknown,No emotion toward brand or product,Unknown,neutral,marc ecko launches app to autodial political change link,#sxsw #iphone #edreform #edtech #eduvc #fightthepaddle,
156,#POURsite #SXSW learning about the life-changing impact of the iPad on real people's actual lives - bravo!,iPad,Positive emotion,Apple,positive,learning about the life changing impact of the ipad on real people's actual lives bravo,#poursite #sxsw,
157,@mention  #SXSW LonelyPlanet Austin guide for #iPhone is free for a limited time {link} #lp #travel,Unknown,Positive emotion,Unknown,positive,lonelyplanet austin guide for is free for a limited time link,#sxsw #iphone #lp #travel,@mention
158,"More free #SXSW mp3 downloads, this time from iTunes: {link}",Unknown,No emotion toward brand or product,Unknown,neutral,more free mp3 downloads this time from itunes link,#sxsw,
159,Anyone at #sxsw or heading to aclu event seen owt to do with google circles then?,Unknown,No emotion toward brand or product,Unknown,neutral,anyone at or heading to aclu event seen owt to do with google circles then,#sxsw,
160,@mention  #SXSW prompt for memory: go to Google map and describe a childhood walk,Unknown,No emotion toward brand or product,Unknown,neutral,prompt for memory go to google map and describe a childhood walk,#sxsw,@mention
161,The Apple #SXSW store still has iPad 2's and short lines.,iPad,Positive emotion,Apple,positive,the apple store still has ipad 2's and short lines,#sxsw,
162,Essential #sxsw tools: {link},Unknown,No emotion toward brand or product,Unknown,neutral,essential tools link,#sxsw,
163,"Just left #sxsw tradeshow demo of @mention at the Google Theatre. Ok, I get it. I see why all the presenters here are using it.",Other Google product or service,Positive emotion,Google,positive,just left tradeshow demo of at the google theatre ok i get it i see why all the presenters here are using it,#sxsw,@mention
164,"Following #sxsw Tweets on Google Realtime, four platforms on Tweet Deck and listening to panel, realizing I'm spoken to no one here today.",Unknown,No emotion toward brand or product,Unknown,neutral,following tweets on google realtime four platforms on tweet deck and listening to panel realizing i'm spoken to no one here today,#sxsw,
165,Anyone at #sxsw want an iPad 2? I'm in line and will pick one up for someone willing to pay me 50 for me to grab 1 for you?,Unknown,No emotion toward brand or product,Unknown,neutral,anyone at want an ipad 2 i'm in line and will pick one up for someone willing to pay me 50 for me to grab 1 for you,#sxsw,
166,Anyone at #sxsw want to make a quick hundred dollars? New #ipad2 from ad hoc apple store here gets hundred plus cost!,iPad,Positive emotion,Apple,positive,anyone at want to make a quick hundred dollars new from ad hoc apple store here gets hundred plus cost,#sxsw #ipad2,
167,Solving a #SXSW-induced iPhone-in-toilet crisis at Apple Store with @mention (not my crisis for once),Unknown,No emotion toward brand or product,Unknown,neutral,solving a iphone in toilet crisis at apple store with not my crisis for once,#sxsw-induced,@mention
168,"Monday at #sxsw: barry diller, new york times, congress lunch, W Hotel party, Google party, six dirty martinis. How mondays should be.",Google,Positive emotion,Google,positive,monday at barry diller new york times congress lunch w hotel party google party six dirty martinis how mondays should be,#sxsw,
169,Attending #sxsw? Austin Guide by @mention is now free to download on iTunes - {link} #lp,Unknown,No emotion toward brand or product,Unknown,neutral,attending austin guide by is now free to download on itunes link,#sxsw #lp,@mention
170,"Seriously #sxsw? Did you do any testing on the mobile apps? Constant iPad crashes causing lost schedules, and no sync for WP7.",iPad or iPhone App,Negative emotion,Apple,negative,seriously did you do any testing on the mobile apps constant ipad crashes causing lost schedules and no sync for wp7,#sxsw,
171,Ready for #SXSW?! Here are some iPhone apps 2 make ur blogging easier | {link} #SXSW #SXSWi,iPad or iPhone App,Positive emotion,Apple,positive,ready for here are some iphone apps 2 make ur blogging easier link,#sxsw #sxsw #sxswi,
172,ipad2 and #sxsw...a conflagration of doofusness.  {link},iPad,Negative emotion,Apple,negative,ipad2 and a conflagration of doofusness link,#sxsw,
173,attention #sxsw'ers - {link} - rumored pop-up temporary Apple store for all your #sxsw iPad 2 launch needs.,Apple,Positive emotion,Apple,positive,attention ers link rumored pop up temporary apple store for all your ipad 2 launch needs,#sxsw #sxsw,
174,I went to #sxswi and all I won was this lousy #iPad #sxsw :-) :-) {link},iPad,Positive emotion,Apple,positive,i went to and all i won was this lousy link,#sxswi #ipad #sxsw,
175,Hey #sxsw #sxswi folks. If you want to learn about security come over to #bsidesaustin {link},Unknown,No emotion toward brand or product,Unknown,neutral,hey folks if you want to learn about security come over to link,#sxsw #sxswi #bsidesaustin,
176,Attending #SXSWi? Work in iPhone / iPad game development? Looking to hire an Austin-based iOS developer? I'm your man. Let's talk. #SXSW,Unknown,No emotion toward brand or product,Unknown,neutral,attending work in iphone ipad game development looking to hire an austin based ios developer i'm your man let's talk,#sxswi #sxsw,
177,This is a #WINNING picture #android #google #sxsw {link},Android,Positive emotion,Google,positive,this is a picture link,#winning #android #google #sxsw,
178,GSD&amp;M + Google 7-10. RT @mention What's the best party to hit tonight? #sxsw @mention @mention,Unknown,No emotion toward brand or product,Unknown,neutral,gsd amp m google 7 10 rt what's the best party to hit tonight,#sxsw,@mention @mention @mention
179,GSD&amp;M + Google Industry Party #SXSW @mention great to meet you  {link},Unknown,No emotion toward brand or product,Unknown,neutral,gsd amp m google industry party great to meet you link,#sxsw,@mention
180,"You spent $1,000+ to come to SXSW. 

You've already used iPad 1. 

The wait is a couple city blocks. 

Why? #ipad2 #SXSW {link}",iPad,Negative emotion,Apple,negative,you spent 1 000 to come to sxsw you've already used ipad 1 the wait is a couple city blocks why link,#ipad2 #sxsw,
181,#sxsw day 1 - Marissa Mayer: Google Will Connect the Digital &amp; Physical Worlds Through Mobile {link},Unknown,No emotion toward brand or product,Unknown,neutral,day 1 marissa mayer google will connect the digital amp physical worlds through mobile link,#sxsw,
182,Behind on 100s of emails? Give them all 1 line iPhone composed replies. #SXSW #protip,iPhone,Positive emotion,Apple,positive,behind on 100s of emails give them all 1 line iphone composed replies,#sxsw #protip,
183,It's like 10pm at night and there is a line around the block at the popup apple stores selling iPad2s. #sxsw,iPad,Positive emotion,Apple,positive,it's like 10pm at night and there is a line around the block at the popup apple stores selling ipad2s,#sxsw,
184,.@mention 1154 free songs from #SXSW (this year alone!) {link},Unknown,No emotion toward brand or product,Unknown,neutral,1154 free songs from this year alone link,#sxsw,@mention
185,more than 150 million mobile users for Google Maps for Mobile #SXSW,Unknown,No emotion toward brand or product,Unknown,neutral,more than 150 million mobile users for google maps for mobile,#sxsw,
